100
20 10 2 5.0 5.7 1.0 5.0 1 0 0
14 -15 0 1.0 1.0 1.0 1.0 1 0 0
14 -14 0 1.0 1.0 1.0 1.0 1 0 0
14 -13 0 1.0 1.0 1.0 1.0 1 0 0
14 -12 0 1.0 1.0 1.0 1.0 1 0 0
14 -11 0 1.0 1.0 1.0 1.0 1 0 0
14 -10 0 1.0 1.0 1.0 1.0 1 0 0
14 -9 0 1.0 1.0 1.0 1.0 1 0 0
14 -8 0 1.0 1.0 1.0 1.0 1 0 0
14 -7 0 1.0 1.0 1.0 1.0 1 0 0
14 -6 0 1.0 1.0 1.0 1.0 1 0 0
14 -5 0 1.0 1.0 1.0 1.0 1 0 0
14 -4 0 1.0 1.0 1.0 1.0 1 0 0
14 -3 0 1.0 1.0 1.0 1.0 1 0 0
14 -2 0 1.0 1.0 1.0 1.0 1 0 0
14 -1 0 1.0 1.0 1.0 1.0 1 0 0
14 0 0 1.0 1.0 1.0 1.0 1 0 0
14 1 0 1.0 1.0 1.0 1.0 1 0 0
14 2 0 1.0 1.0 1.0 1.0 1 0 0
14 3 0 1.0 1.0 1.0 1.0 1 0 0
14 4 0 1.0 1.0 1.0 1.0 1 0 0
14 7 0 1.0 1.0 1.0 1.0 1 0 0
14 8 0 1.0 1.0 1.0 1.0 1 0 0
14 9 0 1.0 1.0 1.0 1.0 1 0 0
14 10 0 1.0 1.0 1.0 1.0 1 0 0
14 11 0 1.0 1.0 1.0 1.0 1 0 0
14 12 0 1.0 1.0 1.0 1.0 1 0 0
14 13 0 1.0 1.0 1.0 1.0 1 0 0
14 14 0 1.0 1.0 1.0 1.0 1 0 0
14 15 0 1.0 1.0 1.0 1.0 1 0 0
14 16 0 1.0 1.0 1.0 1.0 1 0 0
14 17 0 1.0 1.0 1.0 1.0 1 0 0
14 18 0 1.0 1.0 1.0 1.0 1 0 0
14 19 0 1.0 1.0 1.0 1.0 1 0 0
14 20 0 1.0 1.0 1.0 1.0 1 0 0
7 3 7 2.0 2.0 1.0 1.0 0 0 0
7 12 7 2.0 2.0 1.0 1.0 0 0 0
7 9 6 2.0 2.0 1.0 1.0 0 0 0
7 0 6 2.0 2.0 1.0 1.0 0 0 0
14 2 4 1.0 1.0 1.0 1.0 1 0 0
23 3 4 1.0 1.0 1.0 1.0 1 1 24
14 4 4 1.0 1.0 1.0 1.0 1 0 0
23 5 4 1.0 1.0 1.0 1.0 1 1 24
14 6 4 1.0 1.0 1.0 1.0 1 0 0
8 1 1 1.0 1.0 1.0 1.0 0 0 0
8 3 1 1.0 1.0 1.0 1.0 0 0 0
21 0 1 0.8 3.0 1.0 1.0 0 1 4
